	time_stamp	RAM Total	RAM Used	RAM Cache	RAM Free	SWAP Used	DateTime
539	1675253850.781	1975.328Mb	523.988Mb	561.609Mb	889.730Mb	0.000Mb	2023-02-01 14:17:30.781
540	1675253865.781	1975.328Mb	524.176Mb	561.641Mb	889.512Mb	0.000Mb	2023-02-01 14:17:45.781
541	1675253880.781	1975.328Mb	524.637Mb	561.672Mb	889.020Mb	0.000Mb	2023-02-01 14:18:00.781
542	1675253895.781	1975.328Mb	524.855Mb	561.699Mb	888.773Mb	0.000Mb	2023-02-01 14:18:15.781
543	1675253910.781	1975.328Mb	524.824Mb	561.730Mb	888.773Mb	0.000Mb	2023-02-01 14:18:30.781
544	1675253925.781	1975.328Mb	524.797Mb	561.758Mb	888.773Mb	0.000Mb	2023-02-01 14:18:45.781
545	1675253940.781	1975.328Mb	525.215Mb	561.793Mb	888.320Mb	0.000Mb	2023-02-01 14:19:00.781
546	1675253955.781	1975.328Mb	524.859Mb	561.820Mb	888.648Mb	0.000Mb	2023-02-01 14:19:15.781
547	1675253970.781	1975.328Mb	526.191Mb	562.016Mb	887.121Mb	0.000Mb	2023-02-01 14:19:30.781
548	1675253985.781	1975.328Mb	524.930Mb	562.047Mb	888.352Mb	0.000Mb	2023-02-01 14:19:45.781
549	1675254000.781	1975.328Mb	525.145Mb	562.074Mb	888.109Mb	0.000Mb	2023-02-01 14:20:00.781
550	1675254015.781	1975.328Mb	526.980Mb	562.141Mb	886.207Mb	0.000Mb	2023-02-01 14:20:15.781
551	1675254030.781	1975.328Mb	526.953Mb	562.168Mb	886.207Mb	0.000Mb	2023-02-01 14:20:30.781
552	1675254045.781	1975.328Mb	526.672Mb	562.199Mb	886.457Mb	0.000Mb	2023-02-01 14:20:45.781
553	1675254060.781	1975.328Mb	526.363Mb	562.230Mb	886.734Mb	0.000Mb	2023-02-01 14:21:00.781
554	1675254075.781	1975.328Mb	517.781Mb	1380.691Mb	76.855Mb	0.262Mb	2023-02-01 14:21:15.781
555	1675254090.781	1975.328Mb	503.176Mb	1397.641Mb	74.512Mb	0.262Mb	2023-02-01 14:21:30.781
556	1675254105.781	1975.328Mb	504.652Mb	1397.840Mb	72.836Mb	0.262Mb	2023-02-01 14:21:45.781
557	1675254120.781	1975.328Mb	504.574Mb	1397.918Mb	72.836Mb	0.262Mb	2023-02-01 14:22:00.781
558	1675254135.781	1975.328Mb	505.684Mb	1399.926Mb	69.719Mb	0.262Mb	2023-02-01 14:22:15.781
559	1675254150.781	1975.328Mb	528.316Mb	1367.176Mb	79.836Mb	0.512Mb	2023-02-01 14:22:30.781
560	1675254165.781	1975.328Mb	492.539Mb	1405.645Mb	77.145Mb	0.762Mb	2023-02-01 14:22:45.781
561	1675254180.781	1975.328Mb	490.566Mb	1408.168Mb	76.594Mb	0.762Mb	2023-02-01 14:23:00.781
562	1675254195.781	1975.328Mb	491.477Mb	1410.375Mb	73.477Mb	0.762Mb	2023-02-01 14:23:15.781
563	1675254210.781	1975.328Mb	502.105Mb	1392.000Mb	81.223Mb	0.762Mb	2023-02-01 14:23:30.781
564	1675254225.781	1975.328Mb	502.914Mb	1393.117Mb	79.297Mb	0.762Mb	2023-02-01 14:23:45.781
565	1675254240.781	1975.328Mb	502.492Mb	1394.562Mb	78.273Mb	0.762Mb	2023-02-01 14:24:00.781
566	1675254255.781	1975.328Mb	504.281Mb	1397.172Mb	73.875Mb	0.762Mb	2023-02-01 14:24:15.781
567	1675254270.781	1975.328Mb	507.055Mb	1397.305Mb	70.969Mb	0.762Mb	2023-02-01 14:24:30.781
568	1675254285.781	1975.328Mb	524.145Mb	1370.031Mb	81.152Mb	0.762Mb	2023-02-01 14:24:45.781
569	1675254300.781	1975.328Mb	522.758Mb	1372.625Mb	79.945Mb	0.762Mb	2023-02-01 14:25:00.781
570	1675254315.781	1975.328Mb	524.402Mb	1372.641Mb	78.285Mb	0.762Mb	2023-02-01 14:25:15.781
571	1675254330.781	1975.328Mb	524.844Mb	1372.938Mb	77.547Mb	0.762Mb	2023-02-01 14:25:30.781
572	1675254345.781	1975.328Mb	523.773Mb	1375.434Mb	76.121Mb	0.762Mb	2023-02-01 14:25:45.781
573	1675254360.781	1975.328Mb	523.871Mb	1375.574Mb	75.883Mb	0.762Mb	2023-02-01 14:26:00.781
574	1675254375.781	1975.328Mb	524.031Mb	1375.598Mb	75.699Mb	0.762Mb	2023-02-01 14:26:15.781
575	1675254390.781	1975.328Mb	521.562Mb	1378.035Mb	75.730Mb	0.762Mb	2023-02-01 14:26:30.781
576	1675254405.781	1975.328Mb	523.328Mb	1378.184Mb	73.816Mb	0.762Mb	2023-02-01 14:26:45.781
577	1675254420.781	1975.328Mb	525.461Mb	1378.199Mb	71.668Mb	0.762Mb	2023-02-01 14:27:00.781
578	1675254435.781	1975.328Mb	524.449Mb	1380.637Mb	70.242Mb	0.762Mb	2023-02-01 14:27:15.781
579	1675254450.781	1975.328Mb	525.988Mb	1380.766Mb	68.574Mb	0.762Mb	2023-02-01 14:27:30.781
580	1675254465.781	1975.328Mb	527.656Mb	1380.781Mb	66.891Mb	0.762Mb	2023-02-01 14:27:45.781
581	1675254480.781	1975.328Mb	525.980Mb	1383.621Mb	65.727Mb	0.762Mb	2023-02-01 14:28:00.781
582	1675254495.781	1975.328Mb	526.492Mb	1383.809Mb	65.027Mb	0.762Mb	2023-02-01 14:28:15.781
583	1675254510.781	1975.328Mb	527.012Mb	1384.004Mb	64.312Mb	0.762Mb	2023-02-01 14:28:30.781
584	1675254525.781	1975.328Mb	527.684Mb	1384.020Mb	63.625Mb	0.762Mb	2023-02-01 14:28:45.781
585	1675254540.781	1975.328Mb	513.719Mb	1386.211Mb	75.398Mb	0.762Mb	2023-02-01 14:29:00.781
586	1675254555.781	1975.328Mb	514.879Mb	1386.227Mb	74.223Mb	0.762Mb	2023-02-01 14:29:15.781
587	1675254570.781	1975.328Mb	515.258Mb	1386.328Mb	73.742Mb	0.762Mb	2023-02-01 14:29:30.781
588	1675254585.781	1975.328Mb	515.930Mb	1388.816Mb	70.582Mb	0.762Mb	2023-02-01 14:29:45.781
589	1675254600.781	1975.328Mb	517.227Mb	1388.961Mb	69.141Mb	0.762Mb	2023-02-01 14:30:00.781
590	1675254615.781	1975.328Mb	516.957Mb	1388.977Mb	69.395Mb	0.762Mb	2023-02-01 14:30:15.781
591	1675254630.781	1975.328Mb	520.359Mb	1388.992Mb	65.977Mb	0.762Mb	2023-02-01 14:30:30.781
592	1675254645.781	1975.328Mb	521.238Mb	1389.320Mb	64.770Mb	0.762Mb	2023-02-01 14:30:45.781
593	1675254660.781	1975.328Mb	521.969Mb	1389.520Mb	63.840Mb	0.762Mb	2023-02-01 14:31:00.781
594	1675254675.781	1975.328Mb	523.160Mb	1389.535Mb	62.633Mb	0.762Mb	2023-02-01 14:31:15.781
595	1675254690.781	1975.328Mb	510.555Mb	1388.746Mb	76.027Mb	0.762Mb	2023-02-01 14:31:30.781
596	1675254705.781	1975.328Mb	511.023Mb	1388.770Mb	75.535Mb	0.762Mb	2023-02-01 14:31:45.781
597	1675254720.781	1975.328Mb	512.977Mb	1388.785Mb	73.566Mb	0.762Mb	2023-02-01 14:32:00.781
598	1675254735.781	1975.328Mb	513.199Mb	1388.809Mb	73.320Mb	0.762Mb	2023-02-01 14:32:15.781
599	1675254750.781	1975.328Mb	510.062Mb	873.980Mb	591.285Mb	0.762Mb	2023-02-01 14:32:30.781
600	1675254765.781	1975.328Mb	510.027Mb	874.016Mb	591.285Mb	0.762Mb	2023-02-01 14:32:45.781
